id,timestamp,capteur,valeur,unite
77,2026-03-30 09:06:20,CAPTEUR_PRESS_2,1019,hPa
78,2026-03-30 09:06:25,CAPTEUR_PRESS_1,1020,hPa
79,2026-03-30 09:06:30,CAPTEUR_PRESS_2,1015,hPa
80,2026-03-30 09:06:35,CAPTEUR_PRESS_1,1010,hPa
81,2026-03-30 09:06:40,CAPTEUR_PRESS_2,1013,hPa
82,2026-03-30 09:06:45,CAPTEUR_PRESS_1,1018,hPa
83,2026-03-30 09:06:50,CAPTEUR_PRESS_2,1010,hPa
84,2026-03-30 09:06:55,CAPTEUR_PRESS_1,1011,hPa
85,2026-03-30 09:07:00,CAPTEUR_PRESS_2,1018,hPa
86,2026-03-30 09:07:05,CAPTEUR_PRESS_1,1017,hPa
87,2026-03-30 09:07:10,CAPTEUR_PRESS_2,1020,hPa
88,2026-03-30 09:07:15,CAPTEUR_PRESS_1,1014,hPa
89,2026-03-30 09:07:20,CAPTEUR_PRESS_2,1016,hPa
90,2026-03-30 09:07:25,CAPTEUR_PRESS_1,1020,hPa
91,2026-03-30 09:07:30,CAPTEUR_PRESS_2,1017,hPa
92,2026-03-30 09:07:35,CAPTEUR_PRESS_1,1017,hPa
93,2026-03-30 09:07:40,CAPTEUR_PRESS_2,1019,hPa
94,2026-03-30 09:07:45,CAPTEUR_PRESS_1,1010,hPa
95,2026-03-30 09:07:50,CAPTEUR_PRESS_2,1015,hPa
96,2026-03-30 09:07:55,CAPTEUR_PRESS_1,1011,hPa
97,2026-03-30 09:08:00,CAPTEUR_PRESS_2,1010,hPa
98,2026-03-30 09:08:05,CAPTEUR_PRESS_1,1010,hPa
99,2026-03-30 09:08:10,CAPTEUR_PRESS_2,1015,hPa
100,2026-03-30 09:08:15,CAPTEUR_PRESS_1,1017,hPa
101,2026-03-30 09:08:20,CAPTEUR_PRESS_2,1013,hPa
102,2026-03-30 09:08:25,CAPTEUR_PRESS_1,1014,hPa
103,2026-03-30 09:08:30,CAPTEUR_PRESS_2,1017,hPa
104,2026-03-30 09:08:35,CAPTEUR_PRESS_1,1013,hPa
105,2026-03-30 09:08:40,CAPTEUR_PRESS_2,1015,hPa
106,2026-03-30 09:08:45,CAPTEUR_PRESS_1,1018,hPa
107,2026-03-30 09:08:50,CAPTEUR_PRESS_2,1017,hPa
108,2026-03-30 09:08:55,CAPTEUR_PRESS_1,1018,hPa
109,2026-03-30 09:09:00,CAPTEUR_PRESS_2,1013,hPa
110,2026-03-30 09:09:05,CAPTEUR_PRESS_1,1016,hPa
111,2026-03-30 09:09:10,CAPTEUR_PRESS_2,1019,hPa
112,2026-03-30 09:09:15,CAPTEUR_PRESS_1,1010,hPa
113,2026-03-30 09:09:20,CAPTEUR_PRESS_2,1013,hPa
114,2026-03-30 09:09:25,CAPTEUR_PRESS_1,1017,hPa
115,2026-03-30 09:09:30,CAPTEUR_PRESS_2,1014,hPa
116,2026-03-30 09:09:35,CAPTEUR_PRESS_1,1014,hPa
117,2026-03-30 09:09:40,CAPTEUR_PRESS_2,1010,hPa
118,2026-03-30 09:09:45,CAPTEUR_PRESS_1,1013,hPa
119,2026-03-30 09:09:50,CAPTEUR_PRESS_2,1014,hPa
120,2026-03-30 09:09:55,CAPTEUR_PRESS_1,1010,hPa
121,2026-03-30 09:10:00,CAPTEUR_PRESS_2,1014,hPa
122,2026-03-30 09:10:05,CAPTEUR_PRESS_1,1020,hPa
123,2026-03-30 09:10:10,CAPTEUR_PRESS_2,1013,hPa
124,2026-03-30 09:10:15,CAPTEUR_PRESS_1,1010,hPa
125,2026-03-30 09:10:20,CAPTEUR_PRESS_2,1012,hPa
126,2026-03-30 09:10:25,CAPTEUR_PRESS_1,1020,hPa
127,2026-03-30 09:10:30,CAPTEUR_PRESS_2,1019,hPa
128,2026-03-30 09:10:35,CAPTEUR_PRESS_1,1018,hPa
129,2026-03-30 09:10:40,CAPTEUR_PRESS_2,1018,hPa
130,2026-03-30 09:10:45,CAPTEUR_PRESS_1,1019,hPa
131,2026-03-30 09:10:50,CAPTEUR_PRESS_2,1018,hPa
132,2026-03-30 09:10:55,CAPTEUR_PRESS_1,1010,hPa
133,2026-03-30 09:11:00,CAPTEUR_PRESS_2,1018,hPa
134,2026-03-30 09:11:05,CAPTEUR_PRESS_1,1016,hPa
135,2026-03-30 09:11:10,CAPTEUR_PRESS_2,1018,hPa
136,2026-03-30 09:11:15,CAPTEUR_PRESS_1,1020,hPa
137,2026-03-30 09:11:20,CAPTEUR_PRESS_2,1013,hPa
138,2026-03-30 09:11:25,CAPTEUR_PRESS_1,1016,hPa
139,2026-03-30 09:11:30,CAPTEUR_PRESS_2,1017,hPa
140,2026-03-30 09:11:35,CAPTEUR_PRESS_1,1019,hPa
141,2026-03-30 09:11:40,CAPTEUR_PRESS_2,1018,hPa
142,2026-03-30 09:11:45,CAPTEUR_PRESS_1,1020,hPa
143,2026-03-30 09:11:50,CAPTEUR_PRESS_2,1010,hPa
144,2026-03-30 09:11:55,CAPTEUR_PRESS_1,1014,hPa
145,2026-03-30 09:12:00,CAPTEUR_PRESS_2,1015,hPa
146,2026-03-30 09:12:05,CAPTEUR_PRESS_1,1014,hPa
147,2026-03-30 09:12:10,CAPTEUR_PRESS_2,1015,hPa
148,2026-03-30 09:12:15,CAPTEUR_PRESS_1,1018,hPa
149,2026-03-30 09:12:20,CAPTEUR_PRESS_2,1010,hPa
150,2026-03-30 09:12:25,CAPTEUR_PRESS_1,1019,hPa
151,2026-03-30 09:12:30,CAPTEUR_PRESS_2,1016,hPa
152,2026-03-30 09:12:35,CAPTEUR_PRESS_1,1011,hPa
153,2026-03-30 09:12:40,CAPTEUR_PRESS_2,1010,hPa
154,2026-03-30 09:12:45,CAPTEUR_PRESS_1,1017,hPa
155,2026-03-30 09:12:50,CAPTEUR_PRESS_2,1011,hPa
156,2026-03-30 09:12:55,CAPTEUR_PRESS_1,1014,hPa
157,2026-03-30 09:13:00,CAPTEUR_PRESS_2,1014,hPa
158,2026-03-30 09:13:05,CAPTEUR_PRESS_1,1016,hPa
159,2026-03-30 09:13:10,CAPTEUR_PRESS_2,1016,hPa
160,2026-03-30 09:13:15,CAPTEUR_PRESS_1,1017,hPa
161,2026-03-30 09:13:20,CAPTEUR_PRESS_2,1013,hPa
162,2026-03-30 09:13:25,CAPTEUR_PRESS_1,1019,hPa
163,2026-03-30 09:13:30,CAPTEUR_PRESS_2,1015,hPa
164,2026-03-30 09:13:35,CAPTEUR_PRESS_1,1010,hPa
165,2026-03-30 09:13:40,CAPTEUR_PRESS_2,1013,hPa
166,2026-03-30 09:13:45,CAPTEUR_PRESS_1,1017,hPa
167,2026-03-30 09:13:50,CAPTEUR_PRESS_2,1010,hPa
168,2026-03-30 09:13:55,CAPTEUR_PRESS_1,1018,hPa
169,2026-03-30 09:14:00,CAPTEUR_PRESS_2,1019,hPa
170,2026-03-30 09:14:05,CAPTEUR_PRESS_1,1012,hPa
171,2026-03-30 09:14:10,CAPTEUR_PRESS_2,1014,hPa
172,2026-03-30 09:14:15,CAPTEUR_PRESS_1,1015,hPa
173,2026-03-30 09:14:20,CAPTEUR_PRESS_2,1011,hPa
174,2026-03-30 09:14:25,CAPTEUR_PRESS_1,1012,hPa
175,2026-03-30 09:14:30,CAPTEUR_PRESS_2,1018,hPa
176,2026-03-30 09:14:35,CAPTEUR_PRESS_1,1020,hPa
177,2026-03-30 09:14:40,CAPTEUR_PRESS_2,1020,hPa
178,2026-03-30 09:14:45,CAPTEUR_PRESS_1,1013,hPa
179,2026-03-30 09:14:50,CAPTEUR_PRESS_2,1020,hPa
180,2026-03-30 09:14:55,CAPTEUR_PRESS_1,1013,hPa
181,2026-03-30 09:15:00,CAPTEUR_PRESS_2,1018,hPa
182,2026-03-30 09:15:05,CAPTEUR_PRESS_1,1014,hPa
183,2026-03-30 09:15:10,CAPTEUR_PRESS_2,1016,hPa
184,2026-03-30 09:15:15,CAPTEUR_PRESS_1,1015,hPa
185,2026-03-30 09:15:20,CAPTEUR_PRESS_2,1017,hPa
186,2026-03-30 09:15:25,CAPTEUR_PRESS_1,1014,hPa
187,2026-03-30 09:15:30,CAPTEUR_PRESS_2,1017,hPa
188,2026-03-30 09:15:35,CAPTEUR_PRESS_1,1012,hPa
189,2026-03-30 09:15:40,CAPTEUR_PRESS_2,1011,hPa
190,2026-03-30 09:15:45,CAPTEUR_PRESS_1,1014,hPa
191,2026-03-30 09:15:50,CAPTEUR_PRESS_2,1010,hPa
192,2026-03-30 09:15:55,CAPTEUR_PRESS_1,1012,hPa
193,2026-03-30 09:16:00,CAPTEUR_PRESS_2,1013,hPa
194,2026-03-30 09:16:05,CAPTEUR_PRESS_1,1013,hPa
195,2026-03-30 09:16:10,CAPTEUR_PRESS_2,1013,hPa
196,2026-03-30 09:16:15,CAPTEUR_PRESS_1,1012,hPa
197,2026-03-30 09:16:20,CAPTEUR_PRESS_2,1020,hPa
198,2026-03-30 09:16:25,CAPTEUR_PRESS_1,1010,hPa
199,2026-03-30 09:16:30,CAPTEUR_PRESS_2,1014,hPa
200,2026-03-30 09:16:35,CAPTEUR_PRESS_1,1018,hPa
