id,timestamp,capteur,valeur,unite
35,2026-03-30 09:02:50,CAPTEUR_TEMP_2,26.5,C
36,2026-03-30 09:02:55,CAPTEUR_TEMP_1,23.1,C
37,2026-03-30 09:03:00,CAPTEUR_TEMP_2,29.7,C
38,2026-03-30 09:03:05,CAPTEUR_TEMP_1,22.9,C
39,2026-03-30 09:03:10,CAPTEUR_TEMP_2,27.6,C
40,2026-03-30 09:03:15,CAPTEUR_TEMP_1,28.3,C
41,2026-03-30 09:03:20,CAPTEUR_TEMP_2,24.3,C
42,2026-03-30 09:03:25,CAPTEUR_TEMP_1,29.0,C
43,2026-03-30 09:03:30,CAPTEUR_TEMP_2,28.1,C
44,2026-03-30 09:03:35,CAPTEUR_TEMP_1,29.8,C
45,2026-03-30 09:03:40,CAPTEUR_TEMP_2,25.9,C
46,2026-03-30 09:03:45,CAPTEUR_TEMP_1,25.6,C
47,2026-03-30 09:03:50,CAPTEUR_TEMP_2,27.7,C
48,2026-03-30 09:03:55,CAPTEUR_TEMP_1,20.8,C
49,2026-03-30 09:04:00,CAPTEUR_TEMP_2,27.1,C
50,2026-03-30 09:04:05,CAPTEUR_TEMP_1,26.5,C
51,2026-03-30 09:04:10,CAPTEUR_TEMP_2,20.4,C
52,2026-03-30 09:04:15,CAPTEUR_TEMP_1,27.3,C
53,2026-03-30 09:04:20,CAPTEUR_TEMP_2,20.9,C
54,2026-03-30 09:04:25,CAPTEUR_TEMP_1,24.1,C
55,2026-03-30 09:04:30,CAPTEUR_TEMP_2,23.4,C
56,2026-03-30 09:04:35,CAPTEUR_TEMP_1,26.2,C
57,2026-03-30 09:04:40,CAPTEUR_TEMP_2,29.8,C
58,2026-03-30 09:04:45,CAPTEUR_TEMP_1,29.6,C
59,2026-03-30 09:04:50,CAPTEUR_TEMP_2,23.3,C
60,2026-03-30 09:04:55,CAPTEUR_TEMP_1,23.5,C
61,2026-03-30 09:05:00,CAPTEUR_TEMP_2,23.9,C
62,2026-03-30 09:05:05,CAPTEUR_TEMP_1,28.9,C
63,2026-03-30 09:05:10,CAPTEUR_TEMP_2,28.0,C
64,2026-03-30 09:05:15,CAPTEUR_TEMP_1,28.5,C
65,2026-03-30 09:05:20,CAPTEUR_TEMP_2,20.1,C
66,2026-03-30 09:05:25,CAPTEUR_TEMP_1,22.1,C
67,2026-03-30 09:05:30,CAPTEUR_TEMP_2,24.8,C
68,2026-03-30 09:05:35,CAPTEUR_TEMP_1,21.6,C
69,2026-03-30 09:05:40,CAPTEUR_TEMP_2,26.6,C
70,2026-03-30 09:05:45,CAPTEUR_TEMP_1,20.9,C
71,2026-03-30 09:05:50,CAPTEUR_TEMP_2,29.7,C
72,2026-03-30 09:05:55,CAPTEUR_TEMP_1,23.9,C
73,2026-03-30 09:06:00,CAPTEUR_TEMP_2,27.8,C
74,2026-03-30 09:06:05,CAPTEUR_TEMP_1,29.5,C
75,2026-03-30 09:06:10,CAPTEUR_TEMP_2,28.0,C
76,2026-03-30 09:06:15,CAPTEUR_TEMP_1,23.0,C
77,2026-03-30 09:06:20,CAPTEUR_TEMP_2,29.0,C
78,2026-03-30 09:06:25,CAPTEUR_TEMP_1,25.9,C
79,2026-03-30 09:06:30,CAPTEUR_TEMP_2,23.7,C
80,2026-03-30 09:06:35,CAPTEUR_TEMP_1,23.5,C
81,2026-03-30 09:06:40,CAPTEUR_TEMP_2,26.8,C
82,2026-03-30 09:06:45,CAPTEUR_TEMP_1,27.1,C
83,2026-03-30 09:06:50,CAPTEUR_TEMP_2,29.6,C
84,2026-03-30 09:06:55,CAPTEUR_TEMP_1,24.8,C
85,2026-03-30 09:07:00,CAPTEUR_TEMP_2,28.1,C
86,2026-03-30 09:07:05,CAPTEUR_TEMP_1,26.7,C
87,2026-03-30 09:07:10,CAPTEUR_TEMP_2,25.6,C
88,2026-03-30 09:07:15,CAPTEUR_TEMP_1,20.5,C
89,2026-03-30 09:07:20,CAPTEUR_TEMP_2,23.8,C
90,2026-03-30 09:07:25,CAPTEUR_TEMP_1,20.4,C
91,2026-03-30 09:07:30,CAPTEUR_TEMP_2,27.9,C
92,2026-03-30 09:07:35,CAPTEUR_TEMP_1,23.7,C
93,2026-03-30 09:07:40,CAPTEUR_TEMP_2,22.5,C
94,2026-03-30 09:07:45,CAPTEUR_TEMP_1,24.6,C
95,2026-03-30 09:07:50,CAPTEUR_TEMP_2,21.5,C
96,2026-03-30 09:07:55,CAPTEUR_TEMP_1,25.1,C
97,2026-03-30 09:08:00,CAPTEUR_TEMP_2,24.4,C
98,2026-03-30 09:08:05,CAPTEUR_TEMP_1,21.1,C
99,2026-03-30 09:08:10,CAPTEUR_TEMP_2,24.1,C
100,2026-03-30 09:08:15,CAPTEUR_TEMP_1,20.3,C
101,2026-03-30 09:08:20,CAPTEUR_TEMP_2,23.2,C
102,2026-03-30 09:08:25,CAPTEUR_TEMP_1,24.7,C
103,2026-03-30 09:08:30,CAPTEUR_TEMP_2,27.0,C
104,2026-03-30 09:08:35,CAPTEUR_TEMP_1,23.4,C
105,2026-03-30 09:08:40,CAPTEUR_TEMP_2,21.5,C
106,2026-03-30 09:08:45,CAPTEUR_TEMP_1,29.9,C
107,2026-03-30 09:08:50,CAPTEUR_TEMP_2,29.8,C
108,2026-03-30 09:08:55,CAPTEUR_TEMP_1,23.9,C
109,2026-03-30 09:09:00,CAPTEUR_TEMP_2,22.0,C
110,2026-03-30 09:09:05,CAPTEUR_TEMP_1,29.0,C
111,2026-03-30 09:09:10,CAPTEUR_TEMP_2,29.8,C
112,2026-03-30 09:09:15,CAPTEUR_TEMP_1,21.4,C
113,2026-03-30 09:09:20,CAPTEUR_TEMP_2,24.9,C
114,2026-03-30 09:09:25,CAPTEUR_TEMP_1,28.2,C
115,2026-03-30 09:09:30,CAPTEUR_TEMP_2,21.5,C
116,2026-03-30 09:09:35,CAPTEUR_TEMP_1,21.8,C
117,2026-03-30 09:09:40,CAPTEUR_TEMP_2,26.6,C
118,2026-03-30 09:09:45,CAPTEUR_TEMP_1,20.0,C
119,2026-03-30 09:09:50,CAPTEUR_TEMP_2,29.9,C
120,2026-03-30 09:09:55,CAPTEUR_TEMP_1,20.3,C
121,2026-03-30 09:10:00,CAPTEUR_TEMP_2,23.8,C
122,2026-03-30 09:10:05,CAPTEUR_TEMP_1,21.5,C
123,2026-03-30 09:10:10,CAPTEUR_TEMP_2,27.5,C
124,2026-03-30 09:10:15,CAPTEUR_TEMP_1,22.6,C
125,2026-03-30 09:10:20,CAPTEUR_TEMP_2,27.7,C
126,2026-03-30 09:10:25,CAPTEUR_TEMP_1,24.3,C
127,2026-03-30 09:10:30,CAPTEUR_TEMP_2,24.7,C
128,2026-03-30 09:10:35,CAPTEUR_TEMP_1,28.6,C
129,2026-03-30 09:10:40,CAPTEUR_TEMP_2,21.3,C
130,2026-03-30 09:10:45,CAPTEUR_TEMP_1,27.5,C
131,2026-03-30 09:10:50,CAPTEUR_TEMP_2,23.0,C
132,2026-03-30 09:10:55,CAPTEUR_TEMP_1,22.9,C
133,2026-03-30 09:11:00,CAPTEUR_TEMP_2,23.1,C
134,2026-03-30 09:11:05,CAPTEUR_TEMP_1,26.1,C
135,2026-03-30 09:11:10,CAPTEUR_TEMP_2,29.3,C
136,2026-03-30 09:11:15,CAPTEUR_TEMP_1,21.2,C
137,2026-03-30 09:11:20,CAPTEUR_TEMP_2,29.7,C
138,2026-03-30 09:11:25,CAPTEUR_TEMP_1,25.8,C
139,2026-03-30 09:11:30,CAPTEUR_TEMP_2,26.0,C
140,2026-03-30 09:11:35,CAPTEUR_TEMP_1,22.8,C
141,2026-03-30 09:11:40,CAPTEUR_TEMP_2,22.8,C
142,2026-03-30 09:11:45,CAPTEUR_TEMP_1,22.5,C
143,2026-03-30 09:11:50,CAPTEUR_TEMP_2,25.0,C
144,2026-03-30 09:11:55,CAPTEUR_TEMP_1,22.4,C
145,2026-03-30 09:12:00,CAPTEUR_TEMP_2,22.9,C
146,2026-03-30 09:12:05,CAPTEUR_TEMP_1,21.6,C
147,2026-03-30 09:12:10,CAPTEUR_TEMP_2,24.2,C
148,2026-03-30 09:12:15,CAPTEUR_TEMP_1,26.2,C
149,2026-03-30 09:12:20,CAPTEUR_TEMP_2,26.0,C
150,2026-03-30 09:12:25,CAPTEUR_TEMP_1,22.9,C
151,2026-03-30 09:12:30,CAPTEUR_TEMP_2,24.5,C
152,2026-03-30 09:12:35,CAPTEUR_TEMP_1,28.8,C
153,2026-03-30 09:12:40,CAPTEUR_TEMP_2,21.3,C
154,2026-03-30 09:12:45,CAPTEUR_TEMP_1,26.8,C
155,2026-03-30 09:12:50,CAPTEUR_TEMP_2,25.7,C
156,2026-03-30 09:12:55,CAPTEUR_TEMP_1,23.8,C
157,2026-03-30 09:13:00,CAPTEUR_TEMP_2,22.3,C
158,2026-03-30 09:13:05,CAPTEUR_TEMP_1,22.6,C
159,2026-03-30 09:13:10,CAPTEUR_TEMP_2,22.8,C
160,2026-03-30 09:13:15,CAPTEUR_TEMP_1,28.0,C
161,2026-03-30 09:13:20,CAPTEUR_TEMP_2,29.1,C
162,2026-03-30 09:13:25,CAPTEUR_TEMP_1,25.5,C
163,2026-03-30 09:13:30,CAPTEUR_TEMP_2,29.4,C
164,2026-03-30 09:13:35,CAPTEUR_TEMP_1,24.1,C
165,2026-03-30 09:13:40,CAPTEUR_TEMP_2,26.2,C
166,2026-03-30 09:13:45,CAPTEUR_TEMP_1,23.7,C
167,2026-03-30 09:13:50,CAPTEUR_TEMP_2,26.2,C
168,2026-03-30 09:13:55,CAPTEUR_TEMP_1,26.1,C
169,2026-03-30 09:14:00,CAPTEUR_TEMP_2,21.8,C
170,2026-03-30 09:14:05,CAPTEUR_TEMP_1,29.6,C
171,2026-03-30 09:14:10,CAPTEUR_TEMP_2,28.1,C
172,2026-03-30 09:14:15,CAPTEUR_TEMP_1,29.2,C
173,2026-03-30 09:14:20,CAPTEUR_TEMP_2,25.9,C
174,2026-03-30 09:14:25,CAPTEUR_TEMP_1,25.6,C
175,2026-03-30 09:14:30,CAPTEUR_TEMP_2,21.9,C
176,2026-03-30 09:14:35,CAPTEUR_TEMP_1,22.4,C
177,2026-03-30 09:14:40,CAPTEUR_TEMP_2,22.8,C
178,2026-03-30 09:14:45,CAPTEUR_TEMP_1,28.5,C
179,2026-03-30 09:14:50,CAPTEUR_TEMP_2,27.6,C
180,2026-03-30 09:14:55,CAPTEUR_TEMP_1,27.7,C
181,2026-03-30 09:15:00,CAPTEUR_TEMP_2,22.5,C
182,2026-03-30 09:15:05,CAPTEUR_TEMP_1,20.4,C
183,2026-03-30 09:15:10,CAPTEUR_TEMP_2,22.4,C
184,2026-03-30 09:15:15,CAPTEUR_TEMP_1,25.3,C
185,2026-03-30 09:15:20,CAPTEUR_TEMP_2,28.2,C
186,2026-03-30 09:15:25,CAPTEUR_TEMP_1,28.9,C
187,2026-03-30 09:15:30,CAPTEUR_TEMP_2,24.3,C
188,2026-03-30 09:15:35,CAPTEUR_TEMP_1,26.2,C
189,2026-03-30 09:15:40,CAPTEUR_TEMP_2,27.4,C
190,2026-03-30 09:15:45,CAPTEUR_TEMP_1,23.4,C
191,2026-03-30 09:15:50,CAPTEUR_TEMP_2,26.6,C
192,2026-03-30 09:15:55,CAPTEUR_TEMP_1,27.8,C
193,2026-03-30 09:16:00,CAPTEUR_TEMP_2,23.3,C
194,2026-03-30 09:16:05,CAPTEUR_TEMP_1,22.5,C
195,2026-03-30 09:16:10,CAPTEUR_TEMP_2,29.3,C
196,2026-03-30 09:16:15,CAPTEUR_TEMP_1,25.6,C
197,2026-03-30 09:16:20,CAPTEUR_TEMP_2,23.5,C
198,2026-03-30 09:16:25,CAPTEUR_TEMP_1,25.8,C
199,2026-03-30 09:16:30,CAPTEUR_TEMP_2,20.5,C
200,2026-03-30 09:16:35,CAPTEUR_TEMP_1,28.8,C
