id,timestamp,capteur,valeur,unite
34,2026-03-30 09:02:45,CAPTEUR_CO2_1,730,ppm
35,2026-03-30 09:02:50,CAPTEUR_CO2_2,751,ppm
36,2026-03-30 09:02:55,CAPTEUR_CO2_1,705,ppm
37,2026-03-30 09:03:00,CAPTEUR_CO2_2,772,ppm
38,2026-03-30 09:03:05,CAPTEUR_CO2_1,543,ppm
39,2026-03-30 09:03:10,CAPTEUR_CO2_2,581,ppm
40,2026-03-30 09:03:15,CAPTEUR_CO2_1,688,ppm
41,2026-03-30 09:03:20,CAPTEUR_CO2_2,670,ppm
42,2026-03-30 09:03:25,CAPTEUR_CO2_1,514,ppm
43,2026-03-30 09:03:30,CAPTEUR_CO2_2,733,ppm
44,2026-03-30 09:03:35,CAPTEUR_CO2_1,665,ppm
45,2026-03-30 09:03:40,CAPTEUR_CO2_2,705,ppm
46,2026-03-30 09:03:45,CAPTEUR_CO2_1,463,ppm
47,2026-03-30 09:03:50,CAPTEUR_CO2_2,497,ppm
48,2026-03-30 09:03:55,CAPTEUR_CO2_1,469,ppm
49,2026-03-30 09:04:00,CAPTEUR_CO2_2,407,ppm
50,2026-03-30 09:04:05,CAPTEUR_CO2_1,446,ppm
51,2026-03-30 09:04:10,CAPTEUR_CO2_2,412,ppm
52,2026-03-30 09:04:15,CAPTEUR_CO2_1,666,ppm
53,2026-03-30 09:04:20,CAPTEUR_CO2_2,444,ppm
54,2026-03-30 09:04:25,CAPTEUR_CO2_1,610,ppm
55,2026-03-30 09:04:30,CAPTEUR_CO2_2,727,ppm
56,2026-03-30 09:04:35,CAPTEUR_CO2_1,561,ppm
57,2026-03-30 09:04:40,CAPTEUR_CO2_2,585,ppm
58,2026-03-30 09:04:45,CAPTEUR_CO2_1,796,ppm
59,2026-03-30 09:04:50,CAPTEUR_CO2_2,537,ppm
60,2026-03-30 09:04:55,CAPTEUR_CO2_1,498,ppm
61,2026-03-30 09:05:00,CAPTEUR_CO2_2,547,ppm
62,2026-03-30 09:05:05,CAPTEUR_CO2_1,488,ppm
63,2026-03-30 09:05:10,CAPTEUR_CO2_2,655,ppm
64,2026-03-30 09:05:15,CAPTEUR_CO2_1,404,ppm
65,2026-03-30 09:05:20,CAPTEUR_CO2_2,667,ppm
66,2026-03-30 09:05:25,CAPTEUR_CO2_1,660,ppm
67,2026-03-30 09:05:30,CAPTEUR_CO2_2,509,ppm
68,2026-03-30 09:05:35,CAPTEUR_CO2_1,480,ppm
69,2026-03-30 09:05:40,CAPTEUR_CO2_2,557,ppm
70,2026-03-30 09:05:45,CAPTEUR_CO2_1,612,ppm
71,2026-03-30 09:05:50,CAPTEUR_CO2_2,632,ppm
72,2026-03-30 09:05:55,CAPTEUR_CO2_1,697,ppm
73,2026-03-30 09:06:00,CAPTEUR_CO2_2,571,ppm
74,2026-03-30 09:06:05,CAPTEUR_CO2_1,762,ppm
75,2026-03-30 09:06:10,CAPTEUR_CO2_2,685,ppm
76,2026-03-30 09:06:15,CAPTEUR_CO2_1,422,ppm
77,2026-03-30 09:06:20,CAPTEUR_CO2_2,670,ppm
78,2026-03-30 09:06:25,CAPTEUR_CO2_1,451,ppm
79,2026-03-30 09:06:30,CAPTEUR_CO2_2,741,ppm
80,2026-03-30 09:06:35,CAPTEUR_CO2_1,602,ppm
81,2026-03-30 09:06:40,CAPTEUR_CO2_2,556,ppm
82,2026-03-30 09:06:45,CAPTEUR_CO2_1,768,ppm
83,2026-03-30 09:06:50,CAPTEUR_CO2_2,612,ppm
84,2026-03-30 09:06:55,CAPTEUR_CO2_1,661,ppm
85,2026-03-30 09:07:00,CAPTEUR_CO2_2,780,ppm
86,2026-03-30 09:07:05,CAPTEUR_CO2_1,491,ppm
87,2026-03-30 09:07:10,CAPTEUR_CO2_2,402,ppm
88,2026-03-30 09:07:15,CAPTEUR_CO2_1,707,ppm
89,2026-03-30 09:07:20,CAPTEUR_CO2_2,669,ppm
90,2026-03-30 09:07:25,CAPTEUR_CO2_1,706,ppm
91,2026-03-30 09:07:30,CAPTEUR_CO2_2,594,ppm
92,2026-03-30 09:07:35,CAPTEUR_CO2_1,554,ppm
93,2026-03-30 09:07:40,CAPTEUR_CO2_2,749,ppm
94,2026-03-30 09:07:45,CAPTEUR_CO2_1,751,ppm
95,2026-03-30 09:07:50,CAPTEUR_CO2_2,457,ppm
96,2026-03-30 09:07:55,CAPTEUR_CO2_1,623,ppm
97,2026-03-30 09:08:00,CAPTEUR_CO2_2,760,ppm
98,2026-03-30 09:08:05,CAPTEUR_CO2_1,548,ppm
99,2026-03-30 09:08:10,CAPTEUR_CO2_2,664,ppm
100,2026-03-30 09:08:15,CAPTEUR_CO2_1,451,ppm
101,2026-03-30 09:08:20,CAPTEUR_CO2_2,510,ppm
102,2026-03-30 09:08:25,CAPTEUR_CO2_1,507,ppm
103,2026-03-30 09:08:30,CAPTEUR_CO2_2,697,ppm
104,2026-03-30 09:08:35,CAPTEUR_CO2_1,795,ppm
105,2026-03-30 09:08:40,CAPTEUR_CO2_2,791,ppm
106,2026-03-30 09:08:45,CAPTEUR_CO2_1,670,ppm
107,2026-03-30 09:08:50,CAPTEUR_CO2_2,456,ppm
108,2026-03-30 09:08:55,CAPTEUR_CO2_1,553,ppm
109,2026-03-30 09:09:00,CAPTEUR_CO2_2,710,ppm
110,2026-03-30 09:09:05,CAPTEUR_CO2_1,605,ppm
111,2026-03-30 09:09:10,CAPTEUR_CO2_2,581,ppm
112,2026-03-30 09:09:15,CAPTEUR_CO2_1,536,ppm
113,2026-03-30 09:09:20,CAPTEUR_CO2_2,621,ppm
114,2026-03-30 09:09:25,CAPTEUR_CO2_1,710,ppm
115,2026-03-30 09:09:30,CAPTEUR_CO2_2,772,ppm
116,2026-03-30 09:09:35,CAPTEUR_CO2_1,741,ppm
117,2026-03-30 09:09:40,CAPTEUR_CO2_2,736,ppm
118,2026-03-30 09:09:45,CAPTEUR_CO2_1,741,ppm
119,2026-03-30 09:09:50,CAPTEUR_CO2_2,431,ppm
120,2026-03-30 09:09:55,CAPTEUR_CO2_1,651,ppm
121,2026-03-30 09:10:00,CAPTEUR_CO2_2,638,ppm
122,2026-03-30 09:10:05,CAPTEUR_CO2_1,423,ppm
123,2026-03-30 09:10:10,CAPTEUR_CO2_2,563,ppm
124,2026-03-30 09:10:15,CAPTEUR_CO2_1,674,ppm
125,2026-03-30 09:10:20,CAPTEUR_CO2_2,736,ppm
126,2026-03-30 09:10:25,CAPTEUR_CO2_1,503,ppm
127,2026-03-30 09:10:30,CAPTEUR_CO2_2,458,ppm
128,2026-03-30 09:10:35,CAPTEUR_CO2_1,469,ppm
129,2026-03-30 09:10:40,CAPTEUR_CO2_2,646,ppm
130,2026-03-30 09:10:45,CAPTEUR_CO2_1,578,ppm
131,2026-03-30 09:10:50,CAPTEUR_CO2_2,596,ppm
132,2026-03-30 09:10:55,CAPTEUR_CO2_1,660,ppm
133,2026-03-30 09:11:00,CAPTEUR_CO2_2,537,ppm
134,2026-03-30 09:11:05,CAPTEUR_CO2_1,686,ppm
135,2026-03-30 09:11:10,CAPTEUR_CO2_2,638,ppm
136,2026-03-30 09:11:15,CAPTEUR_CO2_1,491,ppm
137,2026-03-30 09:11:20,CAPTEUR_CO2_2,756,ppm
138,2026-03-30 09:11:25,CAPTEUR_CO2_1,708,ppm
139,2026-03-30 09:11:30,CAPTEUR_CO2_2,457,ppm
140,2026-03-30 09:11:35,CAPTEUR_CO2_1,450,ppm
141,2026-03-30 09:11:40,CAPTEUR_CO2_2,450,ppm
142,2026-03-30 09:11:45,CAPTEUR_CO2_1,486,ppm
143,2026-03-30 09:11:50,CAPTEUR_CO2_2,628,ppm
144,2026-03-30 09:11:55,CAPTEUR_CO2_1,691,ppm
145,2026-03-30 09:12:00,CAPTEUR_CO2_2,409,ppm
146,2026-03-30 09:12:05,CAPTEUR_CO2_1,436,ppm
147,2026-03-30 09:12:10,CAPTEUR_CO2_2,532,ppm
148,2026-03-30 09:12:15,CAPTEUR_CO2_1,615,ppm
149,2026-03-30 09:12:20,CAPTEUR_CO2_2,654,ppm
150,2026-03-30 09:12:25,CAPTEUR_CO2_1,589,ppm
151,2026-03-30 09:12:30,CAPTEUR_CO2_2,688,ppm
152,2026-03-30 09:12:35,CAPTEUR_CO2_1,743,ppm
153,2026-03-30 09:12:40,CAPTEUR_CO2_2,721,ppm
154,2026-03-30 09:12:45,CAPTEUR_CO2_1,748,ppm
155,2026-03-30 09:12:50,CAPTEUR_CO2_2,615,ppm
156,2026-03-30 09:12:55,CAPTEUR_CO2_1,598,ppm
157,2026-03-30 09:13:00,CAPTEUR_CO2_2,725,ppm
158,2026-03-30 09:13:05,CAPTEUR_CO2_1,542,ppm
159,2026-03-30 09:13:10,CAPTEUR_CO2_2,692,ppm
160,2026-03-30 09:13:15,CAPTEUR_CO2_1,654,ppm
161,2026-03-30 09:13:20,CAPTEUR_CO2_2,448,ppm
162,2026-03-30 09:13:25,CAPTEUR_CO2_1,549,ppm
163,2026-03-30 09:13:30,CAPTEUR_CO2_2,678,ppm
164,2026-03-30 09:13:35,CAPTEUR_CO2_1,502,ppm
165,2026-03-30 09:13:40,CAPTEUR_CO2_2,484,ppm
166,2026-03-30 09:13:45,CAPTEUR_CO2_1,631,ppm
167,2026-03-30 09:13:50,CAPTEUR_CO2_2,744,ppm
168,2026-03-30 09:13:55,CAPTEUR_CO2_1,647,ppm
169,2026-03-30 09:14:00,CAPTEUR_CO2_2,665,ppm
170,2026-03-30 09:14:05,CAPTEUR_CO2_1,467,ppm
171,2026-03-30 09:14:10,CAPTEUR_CO2_2,454,ppm
172,2026-03-30 09:14:15,CAPTEUR_CO2_1,543,ppm
173,2026-03-30 09:14:20,CAPTEUR_CO2_2,534,ppm
174,2026-03-30 09:14:25,CAPTEUR_CO2_1,786,ppm
175,2026-03-30 09:14:30,CAPTEUR_CO2_2,640,ppm
176,2026-03-30 09:14:35,CAPTEUR_CO2_1,633,ppm
177,2026-03-30 09:14:40,CAPTEUR_CO2_2,751,ppm
178,2026-03-30 09:14:45,CAPTEUR_CO2_1,564,ppm
179,2026-03-30 09:14:50,CAPTEUR_CO2_2,680,ppm
180,2026-03-30 09:14:55,CAPTEUR_CO2_1,449,ppm
181,2026-03-30 09:15:00,CAPTEUR_CO2_2,653,ppm
182,2026-03-30 09:15:05,CAPTEUR_CO2_1,577,ppm
183,2026-03-30 09:15:10,CAPTEUR_CO2_2,407,ppm
184,2026-03-30 09:15:15,CAPTEUR_CO2_1,548,ppm
185,2026-03-30 09:15:20,CAPTEUR_CO2_2,535,ppm
186,2026-03-30 09:15:25,CAPTEUR_CO2_1,583,ppm
187,2026-03-30 09:15:30,CAPTEUR_CO2_2,550,ppm
188,2026-03-30 09:15:35,CAPTEUR_CO2_1,724,ppm
189,2026-03-30 09:15:40,CAPTEUR_CO2_2,701,ppm
190,2026-03-30 09:15:45,CAPTEUR_CO2_1,688,ppm
191,2026-03-30 09:15:50,CAPTEUR_CO2_2,558,ppm
192,2026-03-30 09:15:55,CAPTEUR_CO2_1,433,ppm
193,2026-03-30 09:16:00,CAPTEUR_CO2_2,585,ppm
194,2026-03-30 09:16:05,CAPTEUR_CO2_1,466,ppm
195,2026-03-30 09:16:10,CAPTEUR_CO2_2,737,ppm
196,2026-03-30 09:16:15,CAPTEUR_CO2_1,759,ppm
197,2026-03-30 09:16:20,CAPTEUR_CO2_2,492,ppm
198,2026-03-30 09:16:25,CAPTEUR_CO2_1,481,ppm
199,2026-03-30 09:16:30,CAPTEUR_CO2_2,757,ppm
200,2026-03-30 09:16:35,CAPTEUR_CO2_1,522,ppm
